backend,case,solver,n,repeat,repeats_requested,nx,ny,total_cells,steps,app_elapsed_s,wall_seconds,user_seconds,sys_seconds,max_rss_kb,start_utc,end_utc,exit_status,hostname,git_branch,git_commit
gpu,orszag_tang,hlld,1,1,3,192,192,36864,1280,2.683475e-01,0.897269504,0.28,0.55,134756,2026-07-28T11:46:53,140333424+00:00,2026-07-28T11:46:54,043942941+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,1,2,3,192,192,36864,1280,2.681137e-01,0.910932736,0.28,0.55,134948,2026-07-28T11:46:54,911151093+00:00,2026-07-28T11:46:55,828639286+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,1,3,3,192,192,36864,1280,2.700934e-01,0.878584832,0.28,0.55,133484,2026-07-28T11:46:55,881886620+00:00,2026-07-28T11:46:56,767072489+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,1,1,3,400,400,160000,561,0.2,0.889285632,0.26,0.56,152048,2026-07-28T11:46:56,823432780+00:00,2026-07-28T11:46:57,719027363+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,1,2,3,400,400,160000,561,0.2,0.859599616,0.26,0.56,151952,2026-07-28T11:46:57,778027019+00:00,2026-07-28T11:46:58,643294106+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,1,3,3,400,400,160000,561,0.2,0.887764224,0.26,0.56,152616,2026-07-28T11:46:58,701670264+00:00,2026-07-28T11:46:59,595603760+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,2,1,3,384,384,147456,2645,1.121349e+00,1.776637184,1.13,0.57,151564,2026-07-28T11:46:59,648461499+00:00,2026-07-28T11:47:01,431123522+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,2,2,3,384,384,147456,2645,1.121772e+00,1.789303040,1.14,0.56,150404,2026-07-28T11:47:01,482208323+00:00,2026-07-28T11:47:03,277749726+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,2,3,3,384,384,147456,2645,1.118401e+00,1.749295360,1.13,0.57,150384,2026-07-28T11:47:03,329701985+00:00,2026-07-28T11:47:05,084905660+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,2,1,3,800,800,640000,1155,1.6,2.232902144,1.60,0.56,220276,2026-07-28T11:47:05,133729211+00:00,2026-07-28T11:47:07,372932226+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,2,2,3,800,800,640000,1155,1.6,2.225621248,1.59,0.57,220036,2026-07-28T11:47:07,430828799+00:00,2026-07-28T11:47:09,662856185+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,2,3,3,800,800,640000,1155,1.6,2.200040448,1.59,0.56,219900,2026-07-28T11:47:09,724447344+00:00,2026-07-28T11:47:11,930638435+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,4,1,1,768,768,589824,5419,6.661618e+00,7.332518144,6.67,0.58,213676,2026-07-28T11:47:11,980239524+00:00,2026-07-28T11:47:19,319091579+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,4,1,1,1600,1600,2560000,2348,11.5,12.280065536,11.57,0.58,488560,2026-07-28T11:47:19,371298379+00:00,2026-07-28T11:47:31,658574244+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,orszag_tang,hlld,8,1,1,1536,1536,2359296,11108,4.801763e+01,48.854159872,47.87,0.60,463296,2026-07-28T11:47:31,711465516+00:00,2026-07-28T11:48:20,572290779+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
gpu,rotor,hlld,8,1,1,3200,3200,10240000,4747,91.0,92.082705408,90.77,0.69,1572516,2026-07-28T11:48:20,626062641+00:00,2026-07-28T11:49:52,715721444+00:00,0,gpu-q-24,debug_cpu,256d5c09f37a7250d41ad0b1f6103557569509c9
