arch,case,solver,step,t,dt,ch_glm,max_cf_x,max_cf_y,max_speed,max_rho,min_rho,max_p,min_p,max_abs_Bx,max_abs_By,max_abs_Bz,max_abs_psi,divB_L1,divB_max,n_floor_triggered
cpu,orszag_tang,hll,375,1.9787654156e+00,5.1686613788e-03,2.5325647069e+00,1.7773899444e+00,1.8595187912e+00,2.5325647069e+00,6.3143143448e+00,6.9508685381e-01,6.6948760948e+00,1.6690409978e-01,2.3270585853e+00,1.8360065435e+00,0.0000000000e+00,2.6773833113e-01,1.7547816669e+03,8.1795480854e-01,0
cpu,orszag_tang,hll,380,2.0046426704e+00,5.1861654387e-03,2.5240169340e+00,1.7807272852e+00,1.8624121286e+00,2.5240169340e+00,6.3443087153e+00,7.2171730964e-01,6.7674393907e+00,1.7810061345e-01,2.3284331121e+00,1.8400975787e+00,0.0000000000e+00,2.7628706245e-01,1.7508132577e+03,8.1167588740e-01,0
cpu,orszag_tang,hll,385,2.0306132197e+00,5.2063685863e-03,2.5142225667e+00,1.7842249449e+00,1.8654573883e+00,2.5142225667e+00,6.3697972902e+00,7.6713677082e-01,6.9576278762e+00,1.9875904175e-01,2.3299081548e+00,1.8442101894e+00,0.0000000000e+00,2.8049404747e-01,1.7490554527e+03,8.2515174757e-01,0
cpu,orszag_tang,hll,390,2.0566821088e+00,5.2256704126e-03,2.5049358946e+00,1.7879824147e+00,1.8687011925e+00,2.5049358946e+00,6.3902009357e+00,8.6811474636e-01,7.0907354504e+00,2.4909763644e-01,2.3314662093e+00,1.8482250688e+00,0.0000000000e+00,2.8096204870e-01,1.7474820601e+03,1.0020385338e+00,0
cpu,orszag_tang,hll,395,2.0828557127e+00,5.2488046244e-03,2.4938953394e+00,1.7921541489e+00,1.8721829603e+00,2.4938953394e+00,6.4056834170e+00,1.0292660525e+00,7.1773424650e+00,3.3134331383e-01,2.3330976857e+00,1.8527894702e+00,0.0000000000e+00,2.7905649453e-01,1.7476256967e+03,1.1565584124e+00,0
cpu,orszag_tang,hll,400,2.1091487010e+00,5.2729160832e-03,2.4824915063e+00,1.7967002698e+00,1.8762425588e+00,2.4824915063e+00,6.4168495093e+00,1.0301945868e+00,7.2570751406e+00,3.2315233878e-01,2.3350881255e+00,1.8579955181e+00,0.0000000000e+00,2.7764881505e-01,1.7547996024e+03,1.0837638435e+00,0
cpu,orszag_tang,hll,405,2.1355636552e+00,5.2990989825e-03,2.4702254918e+00,1.8016774808e+00,1.8808757764e+00,2.4702254918e+00,6.4242433255e+00,1.0168256610e+00,7.2970027790e+00,3.1610133923e-01,2.3383081422e+00,1.8642531489e+00,0.0000000000e+00,2.7386127276e-01,1.7634272765e+03,1.1141058647e+00,0
cpu,orszag_tang,hll,410,2.1621183894e+00,5.3279654154e-03,2.4568420343e+00,1.8074087452e+00,1.8858930333e+00,2.4568420343e+00,6.4279343108e+00,1.0037729622e+00,7.2918169914e+00,3.0961761360e-01,2.3415679997e+00,1.8713630595e+00,0.0000000000e+00,2.7090750859e-01,1.7708402436e+03,1.2771056836e+00,0
cpu,orszag_tang,hll,415,2.1888145193e+00,5.3571968914e-03,2.4434363073e+00,1.8134850770e+00,1.8911197812e+00,2.4434363073e+00,6.4275883335e+00,9.9228673217e-01,7.2555367194e+00,3.0393514414e-01,2.3445031089e+00,1.8789037422e+00,0.0000000000e+00,2.6588839128e-01,1.7805253326e+03,1.3918339686e+00,0
cpu,orszag_tang,hll,420,2.2156676014e+00,5.3901241309e-03,2.4285098213e+00,1.8198003946e+00,1.8963919371e+00,2.4285098213e+00,6.4232609562e+00,9.8762857158e-01,7.1950837506e+00,3.0124701957e-01,2.3469196803e+00,1.8868308346e+00,0.0000000000e+00,2.6336927926e-01,1.7959908671e+03,1.2265163997e+00,0
cpu,orszag_tang,hll,425,2.2426807331e+00,5.4221334222e-03,2.4141732360e+00,1.8262616352e+00,1.9016311608e+00,2.4141732360e+00,6.4153359095e+00,9.8550832195e-01,7.1076888135e+00,2.9968962523e-01,2.3485770325e+00,1.8950370948e+00,0.0000000000e+00,2.5841949197e-01,1.8111384566e+03,1.4552488169e+00,0
cpu,orszag_tang,hll,430,2.2698621883e+00,5.4587125385e-03,2.3979957357e+00,1.8330678628e+00,1.9072569631e+00,2.3979957357e+00,6.4206188830e+00,9.8044334278e-01,7.8449403118e+00,2.9583789648e-01,2.3495255708e+00,1.9034192423e+00,0.0000000000e+00,2.6358790863e-01,1.8369216820e+03,1.4655203681e+00,0
cpu,orszag_tang,hll,435,2.2972283969e+00,5.4946694494e-03,2.3823033415e+00,1.8403546463e+00,1.9132379490e+00,2.3823033415e+00,6.6519706345e+00,9.7013391224e-01,8.3039005666e+00,2.8997616996e-01,2.3516194575e+00,1.9127885429e+00,0.0000000000e+00,2.7322729340e-01,1.8706959888e+03,1.3877575871e+00,0
cpu,orszag_tang,hll,440,2.3247824052e+00,5.5356757550e-03,2.3646560907e+00,1.8475952422e+00,1.9190491184e+00,2.3646560907e+00,6.5277033438e+00,9.5708569917e-01,8.0547610536e+00,2.8307584816e-01,2.3533976255e+00,1.9225515045e+00,0.0000000000e+00,2.8058573230e-01,1.8966789704e+03,1.5547007961e+00,0
cpu,orszag_tang,hll,445,2.3524298787e+00,5.5021972726e-03,2.3790439967e+00,1.8549510620e+00,1.9246151627e+00,2.3790439967e+00,6.3614166446e+00,9.4465046541e-01,7.5772405904e+00,2.7730880139e-01,2.3549391023e+00,1.9321817620e+00,0.0000000000e+00,2.8740848796e-01,1.9275777482e+03,1.3625256670e+00,0
cpu,orszag_tang,hll,450,2.3798325127e+00,5.4516554427e-03,2.4010999095e+00,1.8622738673e+00,1.9308423872e+00,2.4010999095e+00,6.3442924698e+00,9.3319091418e-01,6.9833611642e+00,2.7162462857e-01,2.3564766051e+00,1.9415638166e+00,0.0000000000e+00,2.9637964954e-01,1.9689152513e+03,1.5786420020e+00,0
cpu,orszag_tang,hll,455,2.4069922135e+00,5.4087043507e-03,2.4201672972e+00,1.8697751072e+00,1.9376061252e+00,2.4201672972e+00,6.6843742506e+00,9.2478501205e-01,8.3890432833e+00,2.6792165620e-01,2.3594118131e+00,1.9508683374e+00,0.0000000000e+00,3.0438820639e-01,2.0072376869e+03,1.4057217857e+00,0
cpu,orszag_tang,hll,460,2.4339606866e+00,5.3722171903e-03,2.4366046506e+00,1.8776246190e+00,1.9446570616e+00,2.4366046506e+00,6.9705189704e+00,9.1938876894e-01,9.0382015473e+00,2.6569611381e-01,2.3620665537e+00,1.9600833367e+00,0.0000000000e+00,3.1032995464e-01,2.0381429936e+03,1.6002239463e+00,0
cpu,orszag_tang,hll,465,2.4607907179e+00,5.3590450316e-03,2.4425936548e+00,1.8856919539e+00,1.9523093599e+00,2.4425936548e+00,6.7321947698e+00,9.1649284818e-01,8.5491211004e+00,2.6303646252e-01,2.3648280631e+00,1.9693624158e+00,0.0000000000e+00,3.1477789794e-01,2.0569577168e+03,1.4758258217e+00,0
cpu,orszag_tang,hll,470,2.4875775440e+00,5.3525212383e-03,2.4455707520e+00,1.8951439040e+00,1.9600904804e+00,2.4455707520e+00,6.3237783929e+00,9.2592433292e-01,7.7153632276e+00,2.6728622699e-01,2.3684398206e+00,1.9794194185e+00,0.0000000000e+00,3.1756560144e-01,2.0711820460e+03,1.6563199456e+00,0
cpu,orszag_tang,hll,475,2.5143592451e+00,5.3288450247e-03,2.4564364941e+00,1.9050591199e+00,1.9678819759e+00,2.4564364941e+00,6.2455823287e+00,9.7723622282e-01,6.9039241355e+00,2.9733179224e-01,2.3744551593e+00,1.9902552984e+00,0.0000000000e+00,3.1900065791e-01,2.0734530976e+03,1.5797200799e+00,0
cpu,orszag_tang,hll,480,2.5408103420e+00,5.2424909262e-03,2.4968988167e+00,1.9150689889e+00,1.9755824061e+00,2.4968988167e+00,6.2255818771e+00,1.1195921793e+00,6.5203364605e+00,3.8516278168e-01,2.3818645172e+00,2.0009357834e+00,0.0000000000e+00,3.2415025692e-01,2.0944554905e+03,1.6012018652e+00,0
cpu,orszag_tang,hll,485,2.5668204846e+00,5.1619874110e-03,2.5358390766e+00,1.9249042782e+00,1.9836556967e+00,2.5358390766e+00,6.2072719212e+00,1.3429344420e+00,6.4887601555e+00,5.0189614721e-01,2.3895339908e+00,2.0120051392e+00,0.0000000000e+00,3.3047935527e-01,2.0942273195e+03,1.6036067073e+00,0
cpu,orszag_tang,hll,490,2.5925958191e+00,5.1447884682e-03,2.5443163448e+00,1.9345588682e+00,1.9923043567e+00,2.5443163448e+00,6.1914593420e+00,1.3702358890e+00,6.4616457228e+00,5.2347313508e-01,2.3972618503e+00,2.0239278417e+00,0.0000000000e+00,3.3379625613e-01,2.0818853869e+03,1.6465322753e+00,0
cpu,orszag_tang,hll,495,2.6182752640e+00,5.1267205558e-03,2.5532831851e+00,1.9442746258e+00,2.0008407363e+00,2.5532831851e+00,6.1785430132e+00,1.4289620005e+00,6.4396756705e+00,5.4921999202e-01,2.4268551747e+00,2.0365939434e+00,0.0000000000e+00,3.3547452379e-01,2.0805971988e+03,1.6757777287e+00,0
cpu,orszag_tang,hll,500,2.6439221399e+00,5.1206598803e-03,2.5563051825e+00,1.9536391896e+00,2.0088449694e+00,2.5563051825e+00,6.1687290693e+00,1.4152966318e+00,6.4231755277e+00,5.3818571316e-01,2.4333871929e+00,2.0499108918e+00,0.0000000000e+00,3.3628084871e-01,2.0796139312e+03,1.6247297776e+00,0
cpu,orszag_tang,hll,505,2.6695319696e+00,5.1226953823e-03,2.5552894352e+00,1.9625455694e+00,2.0162524979e+00,2.5552894352e+00,6.1622626756e+00,1.4011409691e+00,6.4125431143e+00,5.2746216583e-01,2.4180063586e+00,2.0635595426e+00,0.0000000000e+00,3.3719733537e-01,2.0605394503e+03,1.5183156392e+00,0
cpu,orszag_tang,hll,510,2.6951093020e+00,5.1089542530e-03,2.5621621846e+00,1.9709279157e+00,2.0229071063e+00,2.5621621846e+00,6.1596163870e+00,1.3871607704e+00,6.4085675784e+00,5.1778765274e-01,2.4229419091e+00,2.0773634090e+00,0.0000000000e+00,3.3957158205e-01,2.0375900562e+03,1.5165081009e+00,0
cpu,orszag_tang,hll,515,2.7206202325e+00,5.0873447904e-03,2.5730454548e+00,1.9785211656e+00,2.0286726187e+00,2.5730454548e+00,6.1613262437e+00,1.3741402932e+00,6.4121427706e+00,5.0897130291e-01,2.4262977605e+00,2.0914502962e+00,0.0000000000e+00,3.3955276650e-01,2.0195475588e+03,1.4230579411e+00,0
cpu,orszag_tang,hll,520,2.7460221147e+00,5.0631808397e-03,2.5853252736e+00,1.9852222579e+00,2.0334415675e+00,2.5853252736e+00,6.1686864526e+00,1.3643501000e+00,6.4254996425e+00,5.0189407831e-01,2.4275193381e+00,2.1059375811e+00,0.0000000000e+00,3.3624714476e-01,1.9943178448e+03,1.4484755251e+00,0
cpu,orszag_tang,hll,525,2.7713047520e+00,5.0363823617e-03,2.5990817317e+00,1.9910040503e+00,2.0372542725e+00,2.5990817317e+00,6.1829295016e+00,1.3588423814e+00,6.4508460468e+00,4.9842904728e-01,2.4266140743e+00,2.1202386523e+00,0.0000000000e+00,3.3894011365e-01,1.9891872807e+03,1.4452746942e+00,0
cpu,orszag_tang,hll,530,2.7964485062e+00,5.0168146462e-03,2.6092192583e+00,1.9958977823e+00,2.0401770136e+00,2.6092192583e+00,6.2058487054e+00,1.3593890935e+00,6.4914162979e+00,4.9794979996e-01,2.4241718036e+00,2.1333433204e+00,0.0000000000e+00,3.4385721872e-01,1.9871026068e+03,1.4337145365e+00,0
cpu,orszag_tang,hll,535,2.8214682238e+00,4.9915184074e-03,2.6224423755e+00,2.0002349232e+00,2.0426951043e+00,2.6224423755e+00,6.2378786304e+00,1.3693482448e+00,6.5481283836e+00,5.0373205844e-01,2.4200995916e+00,2.1443989847e+00,0.0000000000e+00,3.4824575480e-01,1.9888590806e+03,1.4089408139e+00,0
cpu,orszag_tang,hll,540,2.8463791623e+00,4.9679485828e-03,2.6348842328e+00,2.0039369572e+00,2.0445793213e+00,2.6348842328e+00,6.2782465197e+00,1.3880933470e+00,6.6199230993e+00,5.1354051937e-01,2.4145182570e+00,2.1535543552e+00,0.0000000000e+00,3.4707907620e-01,1.9859356981e+03,1.3926550269e+00,0
cpu,orszag_tang,hll,545,2.8711728094e+00,4.9544437083e-03,2.6420664278e+00,2.0069637535e+00,2.0459095074e+00,2.6420664278e+00,6.3255437625e+00,1.4086091646e+00,6.7045351618e+00,5.2525291887e-01,2.4077071896e+00,2.1613702564e+00,0.0000000000e+00,3.4195670447e-01,1.9827943124e+03,1.3588728937e+00,0
cpu,orszag_tang,hll,550,2.8958808064e+00,4.9444966593e-03,2.6473815824e+00,2.0094354051e+00,2.0467967214e+00,2.6473815824e+00,6.3774591270e+00,1.4234914738e+00,6.7980475051e+00,5.3278477257e-01,2.3999051455e+00,2.1683675024e+00,0.0000000000e+00,3.3778330737e-01,1.9764544945e+03,1.3613266497e+00,0
cpu,orszag_tang,hll,555,2.9206029434e+00,4.9446084525e-03,2.6473217275e+00,2.0114672321e+00,2.0472813894e+00,2.6473217275e+00,6.4316302265e+00,1.4300559111e+00,6.8963736520e+00,5.3363394884e-01,2.3913077925e+00,2.1751004868e+00,0.0000000000e+00,3.3304555457e-01,1.9725370186e+03,1.2976670464e+00,0
cpu,orszag_tang,hll,560,2.9453928836e+00,4.9680674798e-03,2.6348211741e+00,2.0131285696e+00,2.0474713358e+00,2.6348211741e+00,6.4852060242e+00,1.4229636764e+00,6.9944933698e+00,5.3090228676e-01,2.3820759850e+00,2.1821431930e+00,0.0000000000e+00,3.3157976048e-01,1.9681776503e+03,1.1672486909e+00,0
cpu,orszag_tang,hll,565,2.9703268071e+00,5.0227038702e-03,2.6061598948e+00,2.0148647714e+00,2.0475090858e+00,2.6061598948e+00,6.5355518731e+00,1.4005743953e+00,7.0877413630e+00,5.2643439645e-01,2.3724028534e+00,2.1873615751e+00,0.0000000000e+00,3.2974360570e-01,1.9574491908e+03,1.1441613808e+00,0
cpu,orszag_tang,hll,570,2.9954944618e+00,5.0567253263e-03,2.5886257499e+00,2.0166309925e+00,2.0475322026e+00,2.5886257499e+00,6.5802968369e+00,1.3790721289e+00,7.1716727313e+00,5.2186268564e-01,2.3624771085e+00,2.1908902435e+00,0.0000000000e+00,3.2684188810e-01,1.9561233403e+03,1.1123881147e+00,0
cpu,orszag_tang,hll,575,3.0208382332e+00,5.0853066086e-03,2.5740767268e+00,2.0185381181e+00,2.0476602274e+00,2.5740767268e+00,6.6166949702e+00,1.3583024919e+00,7.2411455121e+00,5.1605307197e-01,2.3524867936e+00,2.1938049685e+00,0.0000000000e+00,3.2455463540e-01,1.9595488749e+03,1.0862525411e+00,0
cpu,orszag_tang,hll,580,3.0463257274e+00,5.1061408507e-03,2.5635738952e+00,2.0206216133e+00,2.0479705595e+00,2.5635738952e+00,6.6427078402e+00,1.3383850280e+00,7.2921949904e+00,5.0387570720e-01,2.3427217213e+00,2.1969775205e+00,0.0000000000e+00,3.2227463943e-01,1.9691361199e+03,9.8425140433e-01,0
cpu,orszag_tang,hll,585,3.0718953988e+00,5.1323165081e-03,2.5504992471e+00,2.0230748719e+00,2.0490545417e+00,2.5504992471e+00,6.6567678570e+00,1.3193766768e+00,7.3216957501e+00,4.9227573319e-01,2.3335856360e+00,2.2025278065e+00,0.0000000000e+00,3.2059840856e-01,1.9730715430e+03,9.6462777104e-01,0
cpu,orszag_tang,hll,590,3.0975868553e+00,5.1481161661e-03,2.5426717206e+00,2.0261517097e+00,2.0513831149e+00,2.5426717206e+00,6.6583377535e+00,1.3013040439e+00,7.3284826111e+00,4.8134004963e-01,2.3254738469e+00,2.2078520565e+00,0.0000000000e+00,3.1735904642e-01,1.9715086465e+03,9.3660228383e-01,0
cpu,orszag_tang,hll,595,3.1233879816e+00,5.1706893453e-03,2.5315714242e+00,2.0300510493e+00,2.0545446222e+00,2.5315714242e+00,6.6500558587e+00,1.2841514714e+00,7.3173194470e+00,4.7111268358e-01,2.3186165552e+00,2.2118163453e+00,0.0000000000e+00,3.1145844141e-01,1.9768238350e+03,8.6892557601e-01,0
# exit_summary: final_step=599,final_t=3.1415926536e+00,t_end_target=6.2831853072e+00,exit_reason=dt_invalid
