arch,case,solver,step,t,dt,ch_glm,max_cf_x,max_cf_y,max_speed,max_rho,min_rho,max_p,min_p,max_abs_Bx,max_abs_By,max_abs_Bz,max_abs_psi,divB_L1,divB_max,n_floor_triggered
gpu,orszag_tang,hllc,50,2.8769095703e-01,5.5362669194e-03,2.3644035919e+00,1.2548478298e+00,1.2362914208e+00,2.3644035919e+00,3.5232863296e+00,2.4944658877e+00,2.4776038301e+00,1.3924628478e+00,1.0214663372e+00,1.0983019288e+00,0.0000000000e+00,9.6123660327e-03,8.4978668243e+01,2.5158214281e-02,0
gpu,orszag_tang,hllc,55,3.1529152111e-01,5.4972624768e-03,2.3811796226e+00,1.2568767737e+00,1.2389584020e+00,2.3811796226e+00,3.7128185571e+00,2.4469644951e+00,2.7038829981e+00,1.3484643172e+00,1.0270093583e+00,1.1015581558e+00,0.0000000000e+00,1.1207008644e-02,9.1139022123e+01,2.7501458124e-02,0
gpu,orszag_tang,hllc,60,3.4270337588e-01,5.4605315538e-03,2.3971969141e+00,1.2590046075e+00,1.2419181528e+00,2.3971969141e+00,3.9345482956e+00,2.3982920321e+00,2.9785814356e+00,1.3039991154e+00,1.0336266845e+00,1.1051961557e+00,0.0000000000e+00,1.3564546178e-02,9.6814186219e+01,3.0170298436e-02,0
gpu,orszag_tang,hllc,65,3.6993902846e-01,5.4268298359e-03,2.4120839949e+00,1.2613731705e+00,1.2452544095e+00,2.4120839949e+00,4.1914245821e+00,2.3488154913e+00,3.3100236373e+00,1.2594253427e+00,1.0414674003e+00,1.1098622789e+00,0.0000000000e+00,1.7134324739e-02,1.0268328259e+02,3.6389335289e-02,0
gpu,orszag_tang,hllc,70,3.9701176248e-01,5.3962824856e-03,2.4257383532e+00,1.2641747595e+00,1.2490441664e+00,2.4257383532e+00,4.4846624883e+00,2.2988982839e+00,3.7053490123e+00,1.2151425772e+00,1.0510584932e+00,1.1166997512e+00,0.0000000000e+00,2.2623628605e-02,1.1029453934e+02,4.1977419596e-02,0
gpu,orszag_tang,hllc,75,4.2393548490e-01,5.3688707443e-03,2.4381233994e+00,1.2677107138e+00,1.2535248989e+00,2.4381233994e+00,4.8120867299e+00,2.2489605382e+00,4.1676742851e+00,1.1714067263e+00,1.0629609029e+00,1.1267617941e+00,0.0000000000e+00,3.1003558605e-02,1.2130145560e+02,5.6550832439e-02,0
gpu,orszag_tang,hllc,80,4.5072592227e-01,5.3434588916e-03,2.4497183670e+00,1.2723155412e+00,1.2589193155e+00,2.4497183670e+00,5.1659939342e+00,2.1990605124e+00,4.6916566522e+00,1.1283453497e+00,1.0781757906e+00,1.1411707080e+00,0.0000000000e+00,4.3458529734e-02,1.3716868507e+02,1.0892527631e-01,0
gpu,orszag_tang,hllc,85,4.7739825003e-01,5.3213384044e-03,2.4599017005e+00,1.2785996669e+00,1.2658129650e+00,2.4599017005e+00,5.5326934143e+00,2.1495367740e+00,5.2605960395e+00,1.0861980465e+00,1.0987233193e+00,1.1640475309e+00,0.0000000000e+00,6.0412650888e-02,1.5869621832e+02,1.8109915496e-01,0
gpu,orszag_tang,hllc,90,5.0396756825e-01,5.3028053878e-03,2.4684989232e+00,1.2920116885e+00,1.2859263663e+00,2.4684989232e+00,5.8958286995e+00,2.1005660526e+00,5.8495878154e+00,1.0451544963e+00,1.1262281421e+00,1.2003146554e+00,0.0000000000e+00,8.1779188767e-02,1.8789387008e+02,2.4407918079e-01,0
gpu,orszag_tang,hllc,95,5.3044948655e-01,5.2879184352e-03,2.4754484303e+00,1.3219348746e+00,1.3105991022e+00,2.4754484303e+00,6.2400393482e+00,2.0521429442e+00,6.4309536587e+00,1.0052765164e+00,1.1655834534e+00,1.2555783151e+00,0.0000000000e+00,1.0628542339e-01,2.2484934501e+02,3.0179448340e-01,0
gpu,orszag_tang,hllc,100,5.5686119853e-01,5.2754852331e-03,2.4812825383e+00,1.3527852238e+00,1.3318764107e+00,2.4812825383e+00,6.5473517487e+00,2.0043529124e+00,6.9685525079e+00,9.6654551133e-01,1.2219060985e+00,1.3321889192e+00,0.0000000000e+00,1.3389138172e-01,2.6634145400e+02,3.8146882642e-01,0
gpu,orszag_tang,hllc,105,5.8322007707e-01,5.2664612387e-03,2.4855341750e+00,1.3852872564e+00,1.3587140717e+00,2.4855341750e+00,6.8057965688e+00,1.9574212468e+00,7.4339667835e+00,9.2903747200e-01,1.2979330913e+00,1.4244364719e+00,0.0000000000e+00,1.6209961074e-01,3.1775719930e+02,4.3995845580e-01,0
gpu,orszag_tang,hllc,110,6.0954214106e-01,5.2612302921e-03,2.4880054024e+00,1.4179823355e+00,1.3915419323e+00,2.4880054024e+00,7.0148617778e+00,1.9113984834e+00,7.8190054165e+00,8.9275764043e-01,1.3882606468e+00,1.5235323900e+00,0.0000000000e+00,1.9330912513e-01,3.7861671798e+02,4.9972974916e-01,0
gpu,orszag_tang,hllc,115,6.3584350785e-01,5.2595652199e-03,2.4887930547e+00,1.4536858060e+00,1.4291161472e+00,2.4887930547e+00,7.1671118893e+00,1.8663171616e+00,8.1037705109e+00,8.5773943054e-01,1.4888432998e+00,1.6257768472e+00,0.0000000000e+00,2.2043352816e-01,4.4562268056e+02,5.3402572713e-01,0
gpu,orszag_tang,hllc,120,6.6214071659e-01,5.2605705248e-03,2.4883174417e+00,1.4910929730e+00,1.4683524445e+00,2.4883174417e+00,7.2682405505e+00,1.8221812290e+00,8.2948520480e+00,8.2395919475e-01,1.5913529134e+00,1.7306435725e+00,0.0000000000e+00,2.4207893292e-01,5.3089040673e+02,5.7002789686e-01,0
gpu,orszag_tang,hllc,125,6.8845020252e-01,5.2644506302e-03,2.4864834547e+00,1.5259107563e+00,1.5103832090e+00,2.4864834547e+00,7.3376806976e+00,1.7788247083e+00,8.4265155652e+00,7.9141281511e-01,1.6919277463e+00,1.8533355990e+00,0.0000000000e+00,2.5840149733e-01,6.5138927906e+02,1.0060627617e+00,0
gpu,orszag_tang,hllc,130,7.1478759980e-01,5.2718632107e-03,2.4829872982e+00,1.5789753188e+00,1.5512411108e+00,2.4829872982e+00,7.3704961966e+00,1.7363146694e+00,8.4879565349e+00,7.6005696423e-01,1.7957319222e+00,2.0125571480e+00,0.0000000000e+00,2.7575995233e-01,8.5259371138e+02,1.8117717355e+00,0
gpu,orszag_tang,hllc,135,7.4116802059e-01,5.2830889444e-03,2.4777113404e+00,1.6665582839e+00,1.5925280179e+00,2.4777113404e+00,7.3672240778e+00,1.6947209154e+00,8.4799659256e+00,7.2981878086e-01,1.9262977708e+00,2.2614237591e+00,0.0000000000e+00,2.9306569716e-01,1.2421452131e+03,3.7957291548e+00,0
gpu,orszag_tang,hllc,140,7.6760851014e-01,5.2967127080e-03,2.4713383775e+00,1.8545966402e+00,1.7479666163e+00,2.4713383775e+00,7.3378553249e+00,1.6538700157e+00,8.4216191702e+00,7.0064881298e-01,2.1209656409e+00,2.7713333886e+00,0.0000000000e+00,4.3292189225e-01,2.0810894707e+03,9.0094590509e+00,0
gpu,orszag_tang,hllc,145,7.9110587939e-01,3.8694980051e-03,3.3828598368e+00,2.1679756208e+00,2.1480777331e+00,3.3828598368e+00,7.3012935220e+00,1.6183847394e+00,8.3494800147e+00,1.8599528136e-01,2.3248507397e+00,3.5744089896e+00,0.0000000000e+00,1.3143524171e+00,3.6308014270e+03,1.8594012396e+01,22
gpu,orszag_tang,hllc,150,8.1034380041e-01,3.7754104727e-03,3.4671645599e+00,2.2479227261e+00,2.2352237577e+00,3.4671645599e+00,7.2697908264e+00,1.5898954351e+00,8.2875580541e+00,1.1905588253e-01,2.4911498382e+00,3.7109463989e+00,0.0000000000e+00,2.1752792577e+00,4.9203447221e+03,2.6522205787e+01,52
gpu,orszag_tang,hllc,155,8.2912835163e-01,3.4705693671e-03,3.7717066007e+00,2.4486546449e+00,2.3924361412e+00,3.7717066007e+00,8.4897467858e+00,1.5625585094e+00,8.2411328594e+00,5.9619782632e-03,2.5473211639e+00,3.6647518277e+00,0.0000000000e+00,3.8614183536e+00,6.0386968233e+03,3.3277829616e+01,124
gpu,orszag_tang,hllc,160,8.4617712358e-01,3.2000376139e-03,4.0905673525e+00,2.6843692262e+00,2.5702675509e+00,4.0905673525e+00,1.0733323574e+01,1.5329514331e+00,8.1589300682e+00,4.7436729008e-03,2.5685925533e+00,3.8111106458e+00,0.0000000000e+00,4.7525272676e+00,6.8972394831e+03,3.3318117558e+01,178
gpu,orszag_tang,hllc,165,8.6161524857e-01,2.8155836961e-03,4.6491139326e+00,3.2940483697e+00,3.1326766694e+00,4.6491139326e+00,1.3661327319e+01,1.5040506210e+00,8.0388405600e+00,1.7531541325e-03,2.7231121422e+00,3.8850931003e+00,0.0000000000e+00,4.8737363312e+00,7.6239179386e+03,3.3167665078e+01,208
gpu,orszag_tang,hllc,170,8.7538193941e-01,2.5573645061e-03,5.1185387764e+00,3.7758207755e+00,3.6259219696e+00,5.1185387764e+00,1.4742815604e+01,1.2911825339e+00,7.8990907150e+00,1.7470100405e-04,2.6745616827e+00,3.8388183156e+00,0.0000000000e+00,5.4724663688e+00,8.2455899493e+03,3.2084762821e+01,224
gpu,orszag_tang,hllc,175,8.8751957519e-01,2.2491957126e-03,5.8198445412e+00,4.2426480761e+00,4.1499621585e+00,5.8198445412e+00,1.5759419082e+01,1.0823431113e+00,7.8054909959e+00,1.8340191943e-05,2.7664386519e+00,4.0939366466e+00,0.0000000000e+00,5.6561625812e+00,9.0444417898e+03,3.2522633376e+01,254
gpu,orszag_tang,hllc,180,8.9830960536e-01,1.9978368881e-03,6.5520711265e+00,4.5630616947e+00,4.5100740047e+00,6.5520711265e+00,1.6629159106e+01,9.5482156121e-01,7.7956259211e+00,1.8340191943e-05,2.9824822196e+00,4.2254913976e+00,0.0000000000e+00,7.2570647623e+00,9.8880692565e+03,3.3284047088e+01,260
gpu,orszag_tang,hllc,185,9.0794052254e-01,1.9270156131e-03,6.7928714750e+00,5.1000499745e+00,4.7351513468e+00,6.7928714750e+00,1.6575151927e+01,9.3312171515e-01,7.7897313361e+00,1.8340191943e-05,2.9824822196e+00,4.0838785348e+00,0.0000000000e+00,7.1207069039e+00,1.0662743287e+04,3.0134878938e+01,256
gpu,orszag_tang,hllc,190,9.1734989036e-01,1.8681687151e-03,7.0068454119e+00,5.4195681935e+00,5.0528949024e+00,7.0068454119e+00,1.5529937754e+01,8.3503042128e-01,7.8234929968e+00,8.3388697655e-04,3.1463902200e+00,4.0677603406e+00,0.0000000000e+00,6.6553893299e+00,1.1643902354e+04,2.9765153310e+01,266
gpu,orszag_tang,hllc,195,9.2667222330e-01,1.8508554127e-03,7.0723889614e+00,5.5315297436e+00,5.1545436365e+00,7.0723889614e+00,1.5763061072e+01,7.8724418929e-01,7.8827431382e+00,8.3388697655e-04,3.3978958536e+00,4.0469950495e+00,0.0000000000e+00,6.6315694386e+00,1.2664905318e+04,3.0812663039e+01,304
gpu,orszag_tang,hllc,200,9.3605071297e-01,1.9185406965e-03,6.8228781457e+00,5.4170717666e+00,5.1026581692e+00,6.8228781457e+00,1.7914024750e+01,7.9546718926e-01,7.9297627427e+00,2.5588911405e-05,3.5264385081e+00,4.0897917712e+00,0.0000000000e+00,6.4290114347e+00,1.3870252078e+04,3.1629413749e+01,350
gpu,orszag_tang,hllc,205,9.4550340384e-01,1.8903083600e-03,6.9247799286e+00,5.4199510715e+00,5.1107330038e+00,6.9247799286e+00,1.8059690884e+01,8.1065405964e-01,7.9987420711e+00,2.5588911405e-05,3.5499915321e+00,4.0897917712e+00,0.0000000000e+00,6.5974501578e+00,1.4965268207e+04,3.2715181054e+01,380
gpu,orszag_tang,hllc,210,9.5484225220e-01,1.8821604934e-03,6.9547572782e+00,5.4811511482e+00,5.1477646077e+00,6.9547572782e+00,1.7313427977e+01,8.0579440707e-01,8.4931363097e+00,2.5588911405e-05,3.9012997779e+00,4.1008683549e+00,0.0000000000e+00,6.1219472683e+00,1.6204893263e+04,3.0966241688e+01,412
gpu,orszag_tang,hllc,215,9.6433601239e-01,1.9299276800e-03,6.7826217144e+00,5.4075986290e+00,5.0635772324e+00,6.7826217144e+00,1.7399131964e+01,8.1372238976e-01,9.6983504250e+00,2.5588911405e-05,3.8672329199e+00,4.1197753605e+00,0.0000000000e+00,6.1660442167e+00,1.7584533711e+04,3.2231006262e+01,434
gpu,orszag_tang,hllc,220,9.7417246737e-01,2.0538594072e-03,6.3733522089e+00,5.1459329771e+00,4.9240908022e+00,6.3733522089e+00,1.8092878472e+01,8.3228125634e-01,1.0374143366e+01,2.5588911405e-05,4.1062670466e+00,4.1349627621e+00,0.0000000000e+00,6.4268935417e+00,1.9105936692e+04,3.5626173759e+01,492
gpu,orszag_tang,hllc,225,9.8422834123e-01,1.9733681435e-03,6.6333134206e+00,5.1537072651e+00,4.8262820474e+00,6.6333134206e+00,1.7336882256e+01,9.0522781131e-01,1.0057443657e+01,2.5588911405e-05,4.2215344178e+00,4.1349627621e+00,0.0000000000e+00,6.0022655021e+00,2.0901186624e+04,3.8106648679e+01,582
gpu,orszag_tang,hllc,230,9.9441865034e-01,2.0388345675e-03,6.4203195288e+00,5.0094245673e+00,4.6702450322e+00,6.4203195288e+00,1.8064038688e+01,9.3136143694e-01,9.3331579093e+00,2.5588911405e-05,4.2479255061e+00,4.1349627621e+00,0.0000000000e+00,6.3573043835e+00,2.2444822688e+04,4.1949289707e+01,614
gpu,orszag_tang,hllc,235,1.0048922861e+00,1.9283542116e-03,6.7881560924e+00,4.5432265263e+00,4.2476674605e+00,6.7881560924e+00,1.9743759055e+01,6.0645067700e-01,8.6844785545e+00,2.5588911405e-05,4.3039815838e+00,4.2922886732e+00,0.0000000000e+00,6.5345251165e+00,2.4315516775e+04,4.3971451212e+01,612
gpu,orszag_tang,hllc,240,1.0138110527e+00,1.6210334312e-03,8.0750767617e+00,5.1548852449e+00,4.8459670861e+00,8.0750767617e+00,1.9804906774e+01,3.7508788651e-01,8.6689217466e+00,2.5588911405e-05,4.3860321027e+00,4.3138642135e+00,0.0000000000e+00,7.9319927831e+00,2.5641354617e+04,4.2282102540e+01,700
gpu,orszag_tang,hllc,245,1.0217219533e+00,1.3834413976e-03,9.4618893238e+00,6.3343694554e+00,6.2842248657e+00,9.4618893238e+00,1.9702239182e+01,2.1351734830e-01,9.0501229377e+00,2.5588911405e-05,4.4671305631e+00,4.1579293629e+00,0.0000000000e+00,8.6998192863e+00,2.6974553438e+04,4.1207628095e+01,716
gpu,orszag_tang,hllc,250,1.0280344596e+00,1.1429155826e-03,1.1453137562e+01,7.9669212012e+00,7.8637443008e+00,1.1453137562e+01,1.9694930752e+01,1.6945146780e-01,9.4114880944e+00,2.5588911405e-05,4.5780684262e+00,4.1349627621e+00,0.0000000000e+00,1.1322402471e+01,2.7556884408e+04,4.2029208060e+01,782
gpu,orszag_tang,hllc,255,1.0335210618e+00,1.0317249108e-03,1.2687460828e+01,9.1384219888e+00,8.9626151729e+00,1.2687460828e+01,2.0239417171e+01,1.4430245055e-01,9.7247748309e+00,1.5485099040e-04,4.5557059955e+00,4.1349627621e+00,0.0000000000e+00,1.2388425121e+01,2.7992215459e+04,4.6867624818e+01,800
gpu,orszag_tang,hllc,260,1.0385269764e+00,9.6592423522e-04,1.3551755834e+01,1.0116127318e+01,1.0005353300e+01,1.3551755834e+01,2.0487012992e+01,1.1809846803e-01,9.9406827231e+00,2.6231382309e-04,4.5941497929e+00,4.1937911578e+00,0.0000000000e+00,1.1962111961e+01,2.8459153470e+04,4.2543370195e+01,884
gpu,orszag_tang,hllc,265,1.0432652400e+00,9.2404777148e-04,1.4165901151e+01,1.0963764862e+01,1.0845969065e+01,1.4165901151e+01,2.0077623445e+01,9.9352670329e-02,1.0098187583e+01,1.2779415939e-04,4.6492975138e+00,4.3772692478e+00,0.0000000000e+00,1.2620823444e+01,2.8824249915e+04,4.2110846179e+01,888
gpu,orszag_tang,hllc,270,1.0478300889e+00,8.9847086883e-04,1.4569163947e+01,1.1563712043e+01,1.1475167071e+01,1.4569163947e+01,1.9154735715e+01,8.6766147772e-02,1.0684470065e+01,1.1101919100e-04,4.6559090782e+00,4.4381684466e+00,0.0000000000e+00,1.2165039163e+01,2.9181920340e+04,4.3390285242e+01,916
gpu,orszag_tang,hllc,275,1.0522593088e+00,8.5891868357e-04,1.5240056644e+01,1.2136279156e+01,1.1705868539e+01,1.5240056644e+01,1.9171944392e+01,8.0039265165e-02,1.1309547126e+01,1.9364890160e-05,4.5734115011e+00,4.4817722369e+00,0.0000000000e+00,1.2242306423e+01,2.9539702640e+04,4.6154580934e+01,938
gpu,orszag_tang,hllc,280,1.0564924255e+00,8.3763152599e-04,1.5627359983e+01,1.2904303199e+01,1.2338248224e+01,1.5627359983e+01,2.0599168049e+01,7.6491768161e-02,1.1819449050e+01,4.4879118641e-05,4.5273480436e+00,4.5192090359e+00,0.0000000000e+00,1.2792976173e+01,2.9981973787e+04,4.8680123071e+01,916
gpu,orszag_tang,hllc,285,1.0606906251e+00,8.4250475259e-04,1.5536968011e+01,1.3295479932e+01,1.2678438072e+01,1.5536968011e+01,2.1915823816e+01,6.9938731353e-02,1.2076876033e+01,8.1191180284e-05,4.5010924710e+00,4.5341219420e+00,0.0000000000e+00,1.2929768737e+01,3.0285180113e+04,4.9632972620e+01,952
gpu,orszag_tang,hllc,290,1.0649063371e+00,8.4936492328e-04,1.5411478660e+01,1.3626261835e+01,1.2919443502e+01,1.5411478660e+01,2.2656935638e+01,6.3869127787e-02,1.2127728510e+01,1.4119875537e-05,4.4796575534e+00,4.5184498793e+00,0.0000000000e+00,1.3001093386e+01,3.0854427522e+04,5.1159418035e+01,962
gpu,orszag_tang,hllc,295,1.0691839892e+00,8.7560231728e-04,1.4949674220e+01,1.3905440340e+01,1.3052488291e+01,1.4949674220e+01,2.2824789018e+01,5.6804322846e-02,1.2136222773e+01,8.1191180284e-05,4.4458300689e+00,4.4996334051e+00,0.0000000000e+00,1.2761231693e+01,3.1292434865e+04,4.7925578766e+01,998
gpu,orszag_tang,hllc,300,1.0736455567e+00,8.9558721507e-04,1.4616074426e+01,1.3702027860e+01,1.2974389671e+01,1.4616074426e+01,2.2470380686e+01,4.8570915513e-02,1.2014543633e+01,1.1101919100e-04,4.3670609084e+00,4.5597062386e+00,0.0000000000e+00,1.2055436262e+01,3.1843911810e+04,5.1713219064e+01,984
gpu,orszag_tang,hllc,305,1.0783001380e+00,1.0407743061e-03,1.2577145028e+01,1.0575826648e+01,9.9643146418e+00,1.2577145028e+01,2.2376738774e+01,6.2560864423e-02,1.2515348203e+01,1.1291900020e-04,4.1874311775e+00,4.6225730180e+00,0.0000000000e+00,1.0794453784e+01,3.2300287989e+04,4.7444203123e+01,1108
gpu,orszag_tang,hllc,310,1.0843673002e+00,1.4145650671e-03,9.2537061000e+00,6.3378116287e+00,6.4361589801e+00,9.2537061000e+00,2.3029064025e+01,1.0685027012e-01,1.3476544875e+01,1.0266313022e-04,4.1182725272e+00,4.7636524288e+00,0.0000000000e+00,9.5283263787e+00,3.3491976378e+04,4.7156971874e+01,1192
gpu,orszag_tang,hllc,315,1.0921365956e+00,1.6537953831e-03,7.9151081953e+00,6.1071547259e+00,6.0979594086e+00,7.9151081953e+00,2.3662994425e+01,2.1166591355e-01,1.4407399404e+01,1.0266313022e-04,4.1141582340e+00,4.8056610826e+00,0.0000000000e+00,6.4841366364e+00,3.5354922809e+04,4.7559868639e+01,1268
gpu,orszag_tang,hllc,320,1.1005398424e+00,1.6648357250e-03,7.8626192325e+00,6.3206303776e+00,6.3091998674e+00,7.8626192325e+00,2.4622765699e+01,3.3386779554e-01,1.4917453105e+01,3.5778947128e-05,4.2584129008e+00,4.6438707453e+00,0.0000000000e+00,6.5615745272e+00,3.7031905717e+04,6.3787717836e+01,1468
gpu,orszag_tang,hllc,325,1.1084004238e+00,1.3755555482e-03,9.5161328866e+00,6.5307042424e+00,6.5266959661e+00,9.5161328866e+00,2.7047633150e+01,3.2181339500e-01,1.5123500590e+01,5.9245060499e-06,4.2916261200e+00,4.6132386354e+00,0.0000000000e+00,6.7749376669e+00,3.8869121521e+04,6.2850694007e+01,1514
gpu,orszag_tang,hllc,330,1.1145904478e+00,1.0712522347e-03,1.2219315831e+01,7.8320571204e+00,7.7378100656e+00,1.2219315831e+01,2.7899720876e+01,2.4974123601e-01,1.5082311962e+01,5.9245060499e-06,4.2118525524e+00,4.6577559695e+00,0.0000000000e+00,1.0586554910e+01,3.9514457717e+04,6.7568413797e+01,1486
gpu,orszag_tang,hllc,335,1.1195277418e+00,8.8146357466e-04,1.4850266949e+01,9.6527016386e+00,9.4400262214e+00,1.4850266949e+01,2.8122990268e+01,1.9234782566e-01,1.5006403919e+01,1.5969851402e-05,4.1659392508e+00,4.6302428931e+00,0.0000000000e+00,2.3022587802e+01,3.9796066721e+04,4.6510270521e+01,1460
gpu,orszag_tang,hllc,340,1.1236926947e+00,7.5746951783e-04,1.7281183047e+01,1.1734612742e+01,1.1322445157e+01,1.7281183047e+01,2.7984810774e+01,1.3525966658e-01,1.4958481260e+01,8.7279069068e-06,4.0008579113e+00,4.5609578596e+00,0.0000000000e+00,1.8783031945e+01,3.9852373299e+04,4.3060924634e+01,1570
gpu,orszag_tang,hllc,345,1.1273023317e+00,6.6213841268e-04,1.9769234256e+01,1.3999722399e+01,1.3496407144e+01,1.9769234256e+01,2.7705987388e+01,9.5793520630e-02,1.4847966294e+01,1.4604740133e-05,4.0504435037e+00,4.7131240519e+00,0.0000000000e+00,1.6996917943e+01,3.9697881642e+04,4.2725931033e+01,1508
gpu,orszag_tang,hllc,350,1.1304131524e+00,5.7714456419e-04,2.2680572949e+01,1.6330663825e+01,1.5772982977e+01,2.2680572949e+01,2.7366726244e+01,6.2070113805e-02,1.4697663772e+01,9.5879877361e-06,3.9380229349e+00,4.7186384801e+00,0.0000000000e+00,2.1531808697e+01,3.9602092889e+04,4.3421796829e+01,1520
gpu,orszag_tang,hllc,355,1.1331559129e+00,5.0893272584e-04,2.5720431651e+01,1.9039249092e+01,1.8609311648e+01,2.5720431651e+01,2.7014904593e+01,4.4429993019e-02,1.5088721122e+01,1.4864432295e-06,3.9959768286e+00,4.6446888652e+00,0.0000000000e+00,2.0192913316e+01,3.9353438635e+04,4.4948125120e+01,1542
gpu,orszag_tang,hllc,360,1.1355981103e+00,4.5776268810e-04,2.8595535919e+01,2.1702950615e+01,2.1440443567e+01,2.8595535919e+01,2.6678643673e+01,3.0124947346e-02,1.5433729747e+01,1.4864432295e-06,3.9841888928e+00,4.7689764877e+00,0.0000000000e+00,2.2884481941e+01,3.9130454680e+04,4.3097423403e+01,1556
gpu,orszag_tang,hllc,365,1.1378043259e+00,4.2347629747e-04,3.0910748649e+01,2.4816585671e+01,2.4656325050e+01,3.0910748649e+01,2.6357095590e+01,2.2552192202e-02,1.5707734825e+01,9.5879877361e-06,3.9746711166e+00,4.7843815209e+00,0.0000000000e+00,2.3050923421e+01,3.8851072948e+04,4.2713644772e+01,1660
gpu,orszag_tang,hllc,370,1.1398182592e+00,3.7360438239e-04,3.5036980311e+01,2.6882618277e+01,2.6751450581e+01,3.5036980311e+01,2.6074727598e+01,1.9976623340e-02,1.5923990677e+01,9.5879877361e-06,3.9546162876e+00,4.8228595784e+00,0.0000000000e+00,2.5885543868e+01,3.8705462204e+04,4.1526894147e+01,1630
gpu,orszag_tang,hllc,375,1.1416134524e+00,3.3711034266e-04,3.8829925201e+01,2.6238521999e+01,2.5986487581e+01,3.8829925201e+01,2.5879464436e+01,3.4062144454e-02,1.6073779348e+01,9.5879877361e-06,3.9021190178e+00,4.8829329875e+00,0.0000000000e+00,2.7961369363e+01,3.8467340692e+04,3.6795353206e+01,1548
