arch,case,solver,step,t,dt,ch_glm,max_cf_x,max_cf_y,max_speed,max_rho,min_rho,max_p,min_p,max_abs_Bx,max_abs_By,max_abs_Bz,max_abs_psi,divB_L1,divB_max,n_floor_triggered
gpu,rotor,hllc,4810,5.7768375110e-02,1.3714747391e-06,7.2914212089e+02,6.8378849696e+02,6.3836494187e+02,7.2914212089e+02,3.9595947356e+01,7.7736255312e-06,1.1888718108e+01,3.3097781007e-07,3.8294463114e+00,3.7596261981e+00,0.0000000000e+00,6.3245349690e+02,2.4908130805e+06,3.8387535175e+02,10659
gpu,rotor,hllc,4815,5.7775212491e-02,1.3756368136e-06,7.2693605617e+02,6.8834189794e+02,6.4875564676e+02,7.2693605617e+02,3.9642498810e+01,7.8629267332e-06,1.1878432565e+01,8.0616190523e-08,3.8221836544e+00,3.8110333257e+00,0.0000000000e+00,5.8888133791e+02,2.4904435091e+06,3.6773121256e+02,10734
gpu,rotor,hllc,4820,5.7782005432e-02,1.3447481001e-06,7.4363369611e+02,6.9860206705e+02,6.5799458385e+02,7.4363369611e+02,3.9688684108e+01,7.8199799162e-06,1.1875375543e+01,1.9667687599e-07,3.8240374099e+00,3.7932868442e+00,0.0000000000e+00,7.1104549253e+02,2.4916334684e+06,3.7394952422e+02,10567
gpu,rotor,hllc,4825,5.7788682282e-02,1.3183715589e-06,7.5851150855e+02,7.0887984057e+02,6.7233838352e+02,7.5851150855e+02,3.9734009409e+01,7.7497994893e-06,1.1926991990e+01,2.2651690301e-08,3.8257645714e+00,3.8279544667e+00,0.0000000000e+00,6.9690917017e+02,2.4895985927e+06,3.2550973737e+02,10623
gpu,rotor,hllc,4830,5.7795268826e-02,1.3087393203e-06,7.6409410526e+02,7.0950646286e+02,6.7276381381e+02,7.6409410526e+02,3.9778656344e+01,7.4933438210e-06,1.1991572228e+01,2.3388845838e-08,3.7940648148e+00,3.8767284197e+00,0.0000000000e+00,7.1549856747e+02,2.4901535684e+06,3.8552452494e+02,10468
gpu,rotor,hllc,4835,5.7801786037e-02,1.2853624763e-06,7.7799065901e+02,7.1519834370e+02,6.8001792150e+02,7.7799065901e+02,3.9822817809e+01,7.3497435042e-06,1.2060540434e+01,2.3388845838e-08,3.7990971915e+00,3.9124041885e+00,0.0000000000e+00,7.3383004134e+02,2.4916387196e+06,3.4297824712e+02,10473
gpu,rotor,hllc,4840,5.7808226111e-02,1.2880637790e-06,7.7635907191e+02,7.1885727174e+02,6.8806889961e+02,7.7635907191e+02,3.9866392027e+01,7.2236491173e-06,1.2104367925e+01,1.2050651363e-07,3.8325779816e+00,3.9113401212e+00,0.0000000000e+00,7.0098340526e+02,2.4918329405e+06,3.2870863270e+02,10645
gpu,rotor,hllc,4845,5.7814547587e-02,1.2673211723e-06,7.8906596204e+02,7.3114945895e+02,7.0544875405e+02,7.8906596204e+02,3.9909097188e+01,7.5117515717e-06,1.2172301935e+01,1.2927334407e-07,3.8774058461e+00,3.8868687480e+00,0.0000000000e+00,7.0685655618e+02,2.4955217582e+06,3.3384298738e+02,10482
gpu,rotor,hllc,4850,5.7820846267e-02,1.2482140373e-06,8.0114465154e+02,7.3259059129e+02,7.0682023014e+02,8.0114465154e+02,3.9951603549e+01,7.3072376957e-06,1.2198223666e+01,6.6671832277e-08,3.8888406257e+00,3.8854929834e+00,0.0000000000e+00,6.9532391502e+02,2.4948619901e+06,3.7179841348e+02,10626
gpu,rotor,hllc,4855,5.7827013745e-02,1.2287021812e-06,8.1386687129e+02,7.3729330527e+02,7.1441402275e+02,8.1386687129e+02,3.9993163593e+01,7.2087722886e-06,1.2240288330e+01,6.6671832277e-08,3.8739234437e+00,3.9144173416e+00,0.0000000000e+00,7.2402808928e+02,2.4964086725e+06,3.4689679817e+02,10562
gpu,rotor,hllc,4860,5.7833063226e-02,1.1924133083e-06,8.3863539011e+02,7.5107088370e+02,7.2276213819e+02,8.3863539011e+02,4.0033878844e+01,7.0470155698e-06,1.2289805396e+01,6.6671832277e-08,3.8773903571e+00,3.9493599133e+00,0.0000000000e+00,8.1101896124e+02,2.4948807778e+06,4.0287742187e+02,10399
gpu,rotor,hllc,4865,5.7838924246e-02,1.1477433261e-06,8.7127494212e+02,7.6830980168e+02,7.4248433842e+02,8.7127494212e+02,4.0073299473e+01,7.0594213639e-06,1.2311518381e+01,6.6671832277e-08,3.8792466460e+00,3.9499398102e+00,0.0000000000e+00,8.0106483835e+02,2.4933260977e+06,3.6687256996e+02,10432
gpu,rotor,hllc,4870,5.7844659459e-02,1.1224982190e-06,8.9087001035e+02,7.7827535384e+02,7.5197848863e+02,8.9087001035e+02,4.0111818792e+01,6.9281132674e-06,1.2363457105e+01,2.2236432429e-08,3.9229118433e+00,4.0195712274e+00,0.0000000000e+00,8.4730487087e+02,2.4954484451e+06,4.1589191882e+02,10204
gpu,rotor,hllc,4875,5.7850277090e-02,1.1068278742e-06,9.0348284796e+02,7.8325836342e+02,7.6143385201e+02,9.0348284796e+02,4.0149503351e+01,6.8332794182e-06,1.2416186554e+01,1.0589379302e-07,3.9706481461e+00,4.0755634073e+00,0.0000000000e+00,7.5053768990e+02,2.4963468015e+06,3.2141670033e+02,10188
gpu,rotor,hllc,4880,5.7855805153e-02,1.0834056760e-06,9.2301528613e+02,7.9143121983e+02,7.7104037634e+02,9.2301528613e+02,4.0186543650e+01,6.7143295445e-06,1.2469880225e+01,1.8524575052e-08,3.9520868317e+00,4.0418943846e+00,0.0000000000e+00,7.6107603164e+02,2.4970359477e+06,3.8966307314e+02,10346
gpu,rotor,hllc,4885,5.7861213578e-02,1.0605355157e-06,9.4291986005e+02,8.0440804526e+02,7.8393802185e+02,9.4291986005e+02,4.0222740726e+01,6.6726135431e-06,1.2478605225e+01,1.8524575052e-08,3.9350272244e+00,4.0345142627e+00,0.0000000000e+00,7.5686781812e+02,2.4995228625e+06,3.4841938656e+02,9905
gpu,rotor,hllc,4890,5.7866454407e-02,1.0210168421e-06,9.7941577339e+02,8.2336256748e+02,8.0865385296e+02,9.7941577339e+02,4.0257777987e+01,6.5665179245e-06,1.2503828530e+01,1.0589379302e-07,3.9294180005e+00,4.0876842762e+00,0.0000000000e+00,8.8619611063e+02,2.4960205479e+06,3.5242368702e+02,9875
gpu,rotor,hllc,4895,5.7871556964e-02,1.0030505012e-06,9.9695877602e+02,8.3086986285e+02,8.1762503759e+02,9.9695877602e+02,4.0291875725e+01,6.3671401964e-06,1.2566043236e+01,1.7497694671e-08,4.0699228996e+00,4.1297731411e+00,0.0000000000e+00,8.7908118822e+02,2.4957586523e+06,3.5940566110e+02,9978
gpu,rotor,hllc,4900,5.7876510185e-02,9.9660802670e-07,1.0034035179e+03,8.4208968377e+02,8.2565107937e+02,1.0034035179e+03,4.0324908857e+01,6.1930157264e-06,1.2633450652e+01,2.8609596114e-08,3.9782537370e+00,4.1450892471e+00,0.0000000000e+00,8.8036910182e+02,2.4939617328e+06,3.7718025154e+02,9812
gpu,rotor,hllc,4905,5.7881404648e-02,9.5585299918e-07,1.0461859730e+03,8.6396879424e+02,8.5823318309e+02,1.0461859730e+03,4.0357468766e+01,6.1243370153e-06,1.2654548383e+01,6.9890314869e-08,3.9778477901e+00,4.1104857133e+00,0.0000000000e+00,8.3309701230e+02,2.4960065158e+06,3.6600042536e+02,9707
gpu,rotor,hllc,4910,5.7886215628e-02,9.6117436692e-07,1.0403939539e+03,8.7249475590e+02,8.5545364112e+02,1.0403939539e+03,4.0389411332e+01,6.0053368515e-06,1.2703682859e+01,6.6122727294e-08,4.0078666944e+00,4.1352939913e+00,0.0000000000e+00,8.8009182784e+02,2.4971051525e+06,3.6335486875e+02,9662
gpu,rotor,hllc,4915,5.7890969881e-02,9.5067476249e-07,1.0518844503e+03,8.8366925384e+02,8.6394943653e+02,1.0518844503e+03,4.0420923666e+01,5.8997220732e-06,1.2768072732e+01,6.6122727294e-08,4.0548035886e+00,4.1710331663e+00,0.0000000000e+00,9.7273211439e+02,2.4982750602e+06,3.7875795168e+02,9645
gpu,rotor,hllc,4920,5.7895673142e-02,9.2582886980e-07,1.0801132181e+03,8.9801234276e+02,8.8496279050e+02,1.0801132181e+03,4.0452062913e+01,5.8104146576e-06,1.2800573868e+01,6.6122727294e-08,4.0637493888e+00,4.2126650365e+00,0.0000000000e+00,9.1247901445e+02,2.4993896934e+06,3.4312852386e+02,9539
gpu,rotor,hllc,4925,5.7900315118e-02,9.1793561249e-07,1.0894010281e+03,9.0761761508e+02,8.9352634333e+02,1.0894010281e+03,4.0482780589e+01,5.7176967866e-06,1.2834794412e+01,6.6122727294e-08,4.0293665275e+00,4.2486782271e+00,0.0000000000e+00,1.4785120337e+03,2.5012068119e+06,3.8252143584e+02,9562
gpu,rotor,hllc,4930,5.7904920760e-02,9.1205232593e-07,1.0964283206e+03,9.1325556814e+02,9.0058290125e+02,1.0964283206e+03,4.0513208291e+01,5.6256998493e-06,1.2886272738e+01,6.6122727294e-08,4.1571667238e+00,4.2381250230e+00,0.0000000000e+00,1.0356393346e+03,2.5019583261e+06,3.8830880705e+02,9474
gpu,rotor,hllc,4935,5.7909483292e-02,8.9996524583e-07,1.1111540191e+03,9.2637187871e+02,9.0920964927e+02,1.1111540191e+03,4.0543279700e+01,5.5283627812e-06,1.2952863468e+01,5.7696478706e-09,4.1894603707e+00,4.2159219720e+00,0.0000000000e+00,1.0133389119e+03,2.5053782759e+06,3.6203745136e+02,9466
gpu,rotor,hllc,4940,5.7913977325e-02,8.9203511995e-07,1.1210320957e+03,9.3815139434e+02,9.2083502190e+02,1.1210320957e+03,4.0572855341e+01,5.4362457083e-06,1.3052416505e+01,5.7696478706e-09,4.1210409538e+00,4.2198658077e+00,0.0000000000e+00,9.8544806349e+02,2.5031012903e+06,3.3963769419e+02,9180
gpu,rotor,hllc,4945,5.7918430229e-02,8.8458620600e-07,1.1304720707e+03,9.4546594230e+02,9.3042802730e+02,1.1304720707e+03,4.0602129297e+01,5.3405515371e-06,1.3105646709e+01,6.8534017128e-09,4.1439643240e+00,4.1969316939e+00,0.0000000000e+00,1.0384736709e+03,2.4982074021e+06,3.9413841766e+02,9140
gpu,rotor,hllc,4950,5.7922846297e-02,8.7609785510e-07,1.1414250066e+03,9.5231598668e+02,9.3850615928e+02,1.1414250066e+03,4.0631114920e+01,5.2518026697e-06,1.3119347990e+01,6.8534017128e-09,4.1867170954e+00,4.1362968207e+00,0.0000000000e+00,1.0611824129e+03,2.4996759731e+06,3.7541020162e+02,9013
gpu,rotor,hllc,4955,5.7927208468e-02,8.6362797501e-07,1.1579059838e+03,9.6541385078e+02,9.4942569790e+02,1.1579059838e+03,4.0659693206e+01,5.1827537912e-06,1.3150794531e+01,6.8534017128e-09,4.1513290935e+00,4.1800142659e+00,0.0000000000e+00,9.7318098614e+02,2.5025885562e+06,3.7377192420e+02,9040
gpu,rotor,hllc,4960,5.7931514269e-02,8.5745936207e-07,1.1662360273e+03,9.7397674565e+02,9.5875736253e+02,1.1662360273e+03,4.0687858991e+01,5.1051423969e-06,1.3205270098e+01,1.3642886643e-08,4.1714315683e+00,4.1778638769e+00,0.0000000000e+00,1.0991364668e+03,2.5023007535e+06,3.1465790317e+02,9176
gpu,rotor,hllc,4965,5.7935786539e-02,8.4990430262e-07,1.1766030563e+03,9.8242559189e+02,9.6615901384e+02,1.1766030563e+03,4.0715776444e+01,5.0281218025e-06,1.3239231596e+01,1.3642886643e-08,4.2586281519e+00,4.2045525404e+00,0.0000000000e+00,1.0451038074e+03,2.4995995095e+06,4.1745351440e+02,9049
gpu,rotor,hllc,4970,5.7940009524e-02,8.4127897787e-07,1.1886663358e+03,9.9450407960e+02,9.7247320266e+02,1.1886663358e+03,4.0743358769e+01,4.9497962354e-06,1.3250122976e+01,1.3642886643e-08,4.2331286595e+00,4.1261359082e+00,0.0000000000e+00,1.1149165846e+03,2.5031867619e+06,3.4259992991e+02,8825
gpu,rotor,hllc,4975,5.7944183159e-02,8.2579011061e-07,1.2109614624e+03,1.0070486182e+03,9.9495652846e+02,1.2109614624e+03,4.0770551115e+01,4.8831810123e-06,1.3268387848e+01,1.3642886643e-08,4.2223021421e+00,4.1633967315e+00,0.0000000000e+00,1.0799473724e+03,2.5043016383e+06,3.4202567965e+02,8858
gpu,rotor,hllc,4980,5.7948320904e-02,8.1846132380e-07,1.2218048317e+03,1.0169820088e+03,1.0032094088e+03,1.2218048317e+03,4.0797450268e+01,4.8102298484e-06,1.3328938145e+01,1.5630929973e-08,4.2243547288e+00,4.2639910002e+00,0.0000000000e+00,1.0581635226e+03,2.5052990347e+06,3.3207699651e+02,8733
gpu,rotor,hllc,4985,5.7952408671e-02,8.1282552980e-07,1.2302763180e+03,1.0259907396e+03,1.0100898045e+03,1.2302763180e+03,4.0824011503e+01,4.7326778779e-06,1.3381797205e+01,4.8605372172e-09,4.2277032239e+00,4.2261691576e+00,0.0000000000e+00,1.0378321918e+03,2.5048006696e+06,3.1310531486e+02,8695
gpu,rotor,hllc,4990,5.7956464162e-02,8.0427745277e-07,1.2433520255e+03,1.0366292053e+03,1.0190530988e+03,1.2433520255e+03,4.0850346760e+01,4.6669637456e-06,1.3408293932e+01,4.8605372172e-09,4.2385094311e+00,4.2170054578e+00,0.0000000000e+00,1.1600458982e+03,2.5083115741e+06,4.1710717161e+02,8638
gpu,rotor,hllc,4995,5.7960478963e-02,7.9778996166e-07,1.2534627509e+03,1.0460325534e+03,1.0296041392e+03,1.2534627509e+03,4.0876390725e+01,4.6075463985e-06,1.3442408590e+01,4.8605372172e-09,4.2678376784e+00,4.2536548925e+00,0.0000000000e+00,1.4016707609e+03,2.5058021771e+06,3.4107272872e+02,8476
gpu,rotor,hllc,5000,5.7964460916e-02,7.9097955284e-07,1.2642551838e+03,1.0554359215e+03,1.0375473939e+03,1.2642551838e+03,4.0902132599e+01,4.5450198799e-06,1.3462702033e+01,4.8249396034e-08,4.3076605281e+00,4.2673343488e+00,0.0000000000e+00,1.1897374909e+03,2.5072919017e+06,3.3329267613e+02,8515
gpu,rotor,hllc,5005,5.7968400025e-02,7.8128942714e-07,1.2799354058e+03,1.0698276100e+03,1.0491973657e+03,1.2799354058e+03,4.0927559631e+01,4.4958336010e-06,1.3438125743e+01,2.5642341495e-08,4.3153911805e+00,4.2206527836e+00,0.0000000000e+00,1.6829780962e+03,2.5110828756e+06,3.5340406141e+02,8512
gpu,rotor,hllc,5010,5.7972296585e-02,7.7795792014e-07,1.2854165683e+03,1.0730184819e+03,1.0564245263e+03,1.2854165683e+03,4.0952692629e+01,4.4377096348e-06,1.3447397543e+01,4.6267709397e-08,4.3250420310e+00,4.2260243702e+00,0.0000000000e+00,1.1789979650e+03,2.5127668098e+06,3.6526691569e+02,8656
gpu,rotor,hllc,5015,5.7976180014e-02,7.6850673962e-07,1.3012247628e+03,1.0802968891e+03,1.0690641599e+03,1.3012247628e+03,4.0977711447e+01,4.3835552256e-06,1.3520679430e+01,5.7614140569e-09,4.3295512469e+00,4.2474330262e+00,0.0000000000e+00,1.0929685443e+03,2.5116467057e+06,3.5749858763e+02,8456
gpu,rotor,hllc,5020,5.7980037203e-02,8.0994338570e-07,1.2346541964e+03,1.0401540939e+03,1.0352851156e+03,1.2346541964e+03,4.1002506525e+01,4.9998489782e-06,1.3595830883e+01,4.8249396034e-08,4.3205311300e+00,4.1966690847e+00,0.0000000000e+00,1.0927869645e+03,2.5131397706e+06,3.8586561302e+02,8432
gpu,rotor,hllc,5025,5.7984952018e-02,1.1814565287e-06,8.4641286051e+02,7.9408088858e+02,7.8256331464e+02,8.4641286051e+02,4.1034072459e+01,7.6835525721e-06,1.3630662786e+01,1.2600938106e-07,4.3693270127e+00,4.1711679699e+00,0.0000000000e+00,8.1507472877e+02,2.5402978757e+06,3.8926088777e+02,8509
gpu,rotor,hllc,5030,5.7991022647e-02,1.2388432325e-06,8.0720463558e+02,7.9456131304e+02,7.8388891545e+02,8.0720463558e+02,4.1072963071e+01,7.8078361521e-06,1.3702887301e+01,7.4134967143e-08,4.4201627092e+00,4.2726494868e+00,0.0000000000e+00,6.1041344557e+02,2.5735779942e+06,4.3611021133e+02,8305
gpu,rotor,hllc,5035,5.7997179524e-02,1.2136293710e-06,8.2397478500e+02,7.8870631897e+02,7.9370982382e+02,8.2397478500e+02,4.1112356953e+01,7.6270078459e-06,1.3748960833e+01,7.4134967143e-08,4.3734898274e+00,4.3051916129e+00,0.0000000000e+00,6.4682556223e+02,2.5610083777e+06,3.2390485351e+02,8178
gpu,rotor,hllc,5040,5.8003213570e-02,1.1979996731e-06,8.3472476871e+02,7.8635799465e+02,7.9129714085e+02,8.3472476871e+02,4.1150906503e+01,7.4658585210e-06,1.3745582274e+01,7.4134967143e-08,4.3571980429e+00,4.2992475064e+00,0.0000000000e+00,7.6341624257e+02,2.5424434111e+06,3.5925509813e+02,8081
gpu,rotor,hllc,5045,5.8009155884e-02,1.1755112479e-06,8.5069368906e+02,7.8409620089e+02,7.9339754038e+02,8.5069368906e+02,4.1188737906e+01,7.3259000253e-06,1.3820504657e+01,7.2960901232e-08,4.3640402267e+00,4.2197552474e+00,0.0000000000e+00,9.5898439243e+02,2.5377921631e+06,3.8563292538e+02,8041
gpu,rotor,hllc,5050,5.8015037438e-02,1.1705615722e-06,8.5429081544e+02,7.8336101034e+02,7.8449039201e+02,8.5429081544e+02,4.1226112701e+01,7.2035302507e-06,1.3830979982e+01,8.8900692941e-08,4.3653563900e+00,4.2436597797e+00,0.0000000000e+00,1.0299790939e+03,2.5429477162e+06,5.6965705334e+02,8012
gpu,rotor,hllc,5055,5.8020867673e-02,1.1596627120e-06,8.6231969834e+02,7.8056229455e+02,7.7722750500e+02,8.6231969834e+02,4.1263063444e+01,7.1049833227e-06,1.3808954065e+01,1.2600938106e-07,4.3773052816e+00,4.2840932321e+00,0.0000000000e+00,7.6538048029e+02,2.5444102530e+06,2.8965982873e+02,8043
gpu,rotor,hllc,5060,5.8026677838e-02,1.1818303543e-06,8.4614513101e+02,7.7114146157e+02,7.6661550475e+02,8.4614513101e+02,4.1299779115e+01,7.6658774787e-06,1.3833680276e+01,1.2600938106e-07,4.3871646567e+00,4.3623322932e+00,0.0000000000e+00,7.0014292647e+02,2.5415208170e+06,4.1409187057e+02,8376
gpu,rotor,hllc,5065,5.8032676111e-02,1.2194366314e-06,8.2005081220e+02,7.5144996166e+02,7.4414397596e+02,8.2005081220e+02,4.1337622968e+01,8.4335184544e-06,1.3987788121e+01,1.2600938106e-07,4.3984918837e+00,4.3154007934e+00,0.0000000000e+00,7.2205206114e+02,2.5458993594e+06,4.1777463334e+02,8645
gpu,rotor,hllc,5070,5.8038781720e-02,1.2222375843e-06,8.1817153461e+02,7.5267054125e+02,7.4233737000e+02,8.1817153461e+02,4.1376053192e+01,8.4819374579e-06,1.4076145674e+01,1.0922694704e-07,4.3887814655e+00,4.1837175659e+00,0.0000000000e+00,1.0512004539e+03,2.5484534444e+06,4.1264288163e+02,8432
gpu,rotor,hllc,5075,5.8044870464e-02,1.2104336635e-06,8.2615018909e+02,7.5104610071e+02,7.4018779632e+02,8.2615018909e+02,4.1414293268e+01,8.3838589002e-06,1.4094608521e+01,7.2671107887e-08,4.5329113708e+00,4.3075921518e+00,0.0000000000e+00,7.6679246767e+02,2.5504805800e+06,6.2674746751e+02,8544
gpu,rotor,hllc,5080,5.8051459782e-02,1.5731874754e-06,6.3565214929e+02,5.9381926319e+02,5.8459060230e+02,6.3565214929e+02,4.1455627774e+01,1.4500264915e-05,1.4135404680e+01,1.2600938106e-07,4.4543999092e+00,4.3556736817e+00,0.0000000000e+00,6.4248367152e+02,2.5588102372e+06,3.9998177091e+02,8848
gpu,rotor,hllc,5085,5.8060601918e-02,2.2528503337e-06,4.4388212792e+02,4.2241523543e+02,4.1728939256e+02,4.4388212792e+02,4.1512762898e+01,2.9941484883e-05,1.4251074211e+01,1.2600938106e-07,4.4616260428e+00,4.2512798904e+00,0.0000000000e+00,4.2451692083e+02,2.6113702915e+06,3.8309343934e+02,9365
gpu,rotor,hllc,5090,5.8073435868e-02,3.0492551892e-06,3.2794893768e+02,3.1341203961e+02,3.1078223597e+02,3.2794893768e+02,4.1592487734e+01,5.5101528006e-05,1.4344906251e+01,4.5461754539e-08,4.4502504166e+00,4.1955486727e+00,0.0000000000e+00,2.8780005827e+02,2.6553340872e+06,3.9664959082e+02,9585
gpu,rotor,hllc,5095,5.8090520336e-02,4.0451581197e-06,2.4720912518e+02,2.3414287701e+02,2.3211517414e+02,2.4720912518e+02,4.1698172152e+01,9.6351996045e-05,1.4387850674e+01,8.2825753900e-08,4.3788776954e+00,4.1525257255e+00,0.0000000000e+00,2.4382906696e+02,2.6767485706e+06,4.0261040048e+02,10108
gpu,rotor,hllc,5100,5.8113135912e-02,4.8640849085e-06,2.0558851641e+02,1.9668660804e+02,1.7990772976e+02,2.0558851641e+02,4.1837171180e+01,1.6902212520e-04,1.4456772656e+01,8.2825753900e-08,4.3098763113e+00,4.1145856890e+00,0.0000000000e+00,1.6517122935e+02,2.7183285850e+06,4.3555155221e+02,10410
gpu,rotor,hllc,5105,5.8137193240e-02,4.7095984068e-06,2.1233232935e+02,1.9839375553e+02,1.8219592149e+02,2.1233232935e+02,4.1983747624e+01,1.6322625339e-04,1.4635188987e+01,8.2825753900e-08,4.2741570197e+00,4.0966737467e+00,0.0000000000e+00,1.8394238785e+02,2.7110742220e+06,4.1846936248e+02,10560
gpu,rotor,hllc,5110,5.8160296194e-02,4.5553863347e-06,2.1952034944e+02,1.9943971224e+02,1.8767430023e+02,2.1952034944e+02,4.2123407154e+01,1.5819822611e-04,1.4788873355e+01,8.2825753900e-08,4.2568268214e+00,4.1792667491e+00,0.0000000000e+00,2.2043053378e+02,2.6936562113e+06,3.6924654519e+02,10602
gpu,rotor,hllc,5115,5.8184126363e-02,4.9723456740e-06,2.0111232516e+02,1.9372619505e+02,1.8173117181e+02,2.0111232516e+02,4.2265963128e+01,1.6591480896e-04,1.4941719279e+01,9.4223508373e-08,4.2491474513e+00,4.2641630993e+00,0.0000000000e+00,2.0542800596e+02,2.6963859022e+06,4.2673659038e+02,10918
gpu,rotor,hllc,5120,5.8209960223e-02,5.4755811994e-06,1.8262901482e+02,1.7638941612e+02,1.5858669655e+02,1.8262901482e+02,4.2418966019e+01,1.9946330590e-04,1.5043785193e+01,2.4042319744e-07,4.3190319329e+00,4.1963492629e+00,0.0000000000e+00,1.6667943768e+02,2.7101807892e+06,4.0211674602e+02,11056
gpu,rotor,hllc,5125,5.8239026658e-02,6.4554228394e-06,1.5490852030e+02,1.5210416208e+02,1.3631398551e+02,1.5490852030e+02,4.2589052703e+01,2.0491186156e-04,1.5113247246e+01,9.5641386944e-08,4.3007512820e+00,4.2234457256e+00,0.0000000000e+00,1.4420871213e+02,2.7349144917e+06,3.9435733504e+02,11673
gpu,rotor,hllc,5130,5.8273441144e-02,7.5339091588e-06,1.3273321710e+02,1.2486137165e+02,1.1828639480e+02,1.3273321710e+02,4.2787871425e+01,1.9842940830e-04,1.5203221764e+01,2.4042319744e-07,4.2475776182e+00,4.2204681743e+00,0.0000000000e+00,1.3875468002e+02,2.7695901633e+06,3.8483786671e+02,12193
gpu,rotor,hllc,5135,5.8311198403e-02,7.7419653039e-06,1.2916616915e+02,1.2378434006e+02,1.1851217491e+02,1.2916616915e+02,4.3002831737e+01,1.8114467801e-04,1.5298461548e+01,8.4576542392e-08,4.1669331246e+00,4.2236701838e+00,0.0000000000e+00,1.2591699339e+02,2.8010069116e+06,3.9894745702e+02,12510
gpu,rotor,hllc,5140,5.8348760537e-02,7.5909416969e-06,1.3173596109e+02,1.2907085725e+02,1.2349554942e+02,1.3173596109e+02,4.3213421118e+01,1.8402791011e-04,1.5417310237e+01,2.4042319744e-07,4.2272494834e+00,4.2231142674e+00,0.0000000000e+00,1.1889889388e+02,2.8086581648e+06,4.0387180652e+02,12419
gpu,rotor,hllc,5145,5.8386683566e-02,7.2708830190e-06,1.3753487677e+02,1.3093153303e+02,1.2335362312e+02,1.3753487677e+02,4.3421855957e+01,1.6789902150e-04,1.5486148602e+01,1.6420451887e-07,4.1908264584e+00,4.1908530648e+00,0.0000000000e+00,1.1911100283e+02,2.8155773138e+06,4.0262436969e+02,12599
gpu,rotor,hllc,5150,5.8423023455e-02,7.1609011520e-06,1.3964722858e+02,1.3620994848e+02,1.2843290059e+02,1.3964722858e+02,4.3618163709e+01,1.5923352020e-04,1.5468155081e+01,2.0059568175e-07,4.1686528315e+00,4.2124926677e+00,0.0000000000e+00,1.2270572025e+02,2.8252301727e+06,4.1759811110e+02,12696
gpu,rotor,hllc,5155,5.8458368353e-02,6.7957601446e-06,1.4715057311e+02,1.4298305282e+02,1.3463727729e+02,1.4715057311e+02,4.3806071971e+01,1.5306439138e-04,1.5485895338e+01,1.9377246865e-07,4.1859958593e+00,4.2230081234e+00,0.0000000000e+00,1.2397368485e+02,2.8323331816e+06,4.7403665154e+02,12786
gpu,rotor,hllc,5160,5.8492519247e-02,6.6298722985e-06,1.5083246780e+02,1.4579965106e+02,1.3884945786e+02,1.5083246780e+02,4.3984805181e+01,1.4831769005e-04,1.5488601125e+01,1.9377246865e-07,4.1345025652e+00,4.1563227418e+00,0.0000000000e+00,1.3920544477e+02,2.8369565983e+06,5.0915810455e+02,12765
gpu,rotor,hllc,5165,5.8526059871e-02,6.7572059131e-06,1.4799016233e+02,1.4515421099e+02,1.3905428009e+02,1.4799016233e+02,4.4157449094e+01,1.3453362398e-04,1.5474203680e+01,1.9377246865e-07,4.2845917869e+00,4.0937743581e+00,0.0000000000e+00,1.3411607828e+02,2.8427055504e+06,5.2432196994e+02,12876
gpu,rotor,hllc,5170,5.8558542817e-02,6.5038014373e-06,1.5375623159e+02,1.5170988665e+02,1.4446351490e+02,1.5375623159e+02,4.4321698565e+01,1.3319888138e-04,1.5454851352e+01,2.4239463015e-08,4.2552294292e+00,4.0748641007e+00,0.0000000000e+00,1.3953768092e+02,2.8527946761e+06,3.7269599071e+02,12908
gpu,rotor,hllc,5175,5.8590826492e-02,6.2238798821e-06,1.6067148128e+02,1.5453945109e+02,1.4626844987e+02,1.6067148128e+02,4.4482227953e+01,1.2529064384e-04,1.5411314359e+01,8.8686448763e-08,3.9697397171e+00,4.0415091535e+00,0.0000000000e+00,1.3746590460e+02,2.8604035202e+06,3.5177002383e+02,13023
gpu,rotor,hllc,5180,5.8621976035e-02,6.1988351606e-06,1.6132063107e+02,1.5783086714e+02,1.5096176217e+02,1.6132063107e+02,4.4634791133e+01,1.1875087185e-04,1.5366400812e+01,8.8686448763e-08,4.2311911968e+00,4.0763857442e+00,0.0000000000e+00,1.3360889829e+02,2.8611691666e+06,4.1232657069e+02,13076
gpu,rotor,hllc,5185,5.8652366905e-02,6.0522311686e-06,1.6522832194e+02,1.6242155564e+02,1.5560390323e+02,1.6522832194e+02,4.4781229479e+01,1.1387559273e-04,1.5320192775e+01,6.1222444891e-09,4.1880634587e+00,4.1019267525e+00,0.0000000000e+00,1.4660407618e+02,2.8669405683e+06,4.8726533568e+02,13087
gpu,rotor,hllc,5190,5.8682060106e-02,5.8771552365e-06,1.7015034651e+02,1.6736251272e+02,1.6013118826e+02,1.7015034651e+02,4.4922137502e+01,1.0826201458e-04,1.5303297368e+01,6.1222444891e-09,3.9241887006e+00,4.1063745891e+00,0.0000000000e+00,1.5965465472e+02,2.8733622179e+06,5.0117675563e+02,13119
gpu,rotor,hllc,5195,5.8710930830e-02,5.7318182389e-06,1.7446470881e+02,1.7263378076e+02,1.6455344455e+02,1.7446470881e+02,4.5057138161e+01,1.0331301554e-04,1.5231532975e+01,8.8686448763e-08,3.9330435800e+00,4.1082189597e+00,0.0000000000e+00,1.5224754748e+02,2.8743122254e+06,3.9900395329e+02,13206
