phase,tag,x_bx,x_by,x_lb,y_bx,y_by,y_lb,repeat,measured_steps,wall_ms,ms_per_step,x_ms_per_step,y_ms_per_step,state_hash,correctness,binary
x,x_x32x4_lb2_y16x8_lb0,32,4,2,16,8,0,5,500,1751.492369000,3.502984738,1.594597375,1.712611327,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb2_y16x8_lb0/main_gpu
x,x_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,1,500,1651.280470000,3.302560940,1.395107844,1.711790078,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb3_y16x8_lb0/main_gpu
x,x_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,2,500,1651.282824000,3.302565648,1.395935234,1.711435773,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb3_y16x8_lb0/main_gpu
x,x_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,3,500,1650.578170000,3.301156340,1.394706435,1.711179775,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb3_y16x8_lb0/main_gpu
x,x_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,4,500,1651.579712000,3.303159424,1.395234820,1.711523837,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb3_y16x8_lb0/main_gpu
x,x_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,5,500,1651.625909000,3.303251818,1.396318207,1.711638525,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x32x4_lb3_y16x8_lb0/main_gpu
x,x_x8x16_lb0_y16x8_lb0,8,16,0,16,8,0,1,500,1796.503505000,3.593007010,1.683443712,1.712553983,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x8x16_lb0_y16x8_lb0/main_gpu
x,x_x8x16_lb0_y16x8_lb0,8,16,0,16,8,0,2,500,1795.980923000,3.591961846,1.683427328,1.712111613,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x8x16_lb0_y16x8_lb0/main_gpu
x,x_x8x16_lb0_y16x8_lb0,8,16,0,16,8,0,3,500,1795.480352000,3.590960704,1.683097601,1.711417340,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x8x16_lb0_y16x8_lb0/main_gpu
x,x_x8x16_lb0_y16x8_lb0,8,16,0,16,8,0,4,500,1796.386786000,3.592773572,1.684393984,1.712351230,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x8x16_lb0_y16x8_lb0/main_gpu
x,x_x8x16_lb0_y16x8_lb0,8,16,0,16,8,0,5,500,1795.353737000,3.590707474,1.682896897,1.711507455,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31790673_orszag_tang_hlld_n8/bin/x_x8x16_lb0_y16x8_lb0/main_gpu
