phase,tag,x_bx,x_by,x_lb,y_bx,y_by,y_lb,repeat,measured_steps,wall_ms,ms_per_step,x_ms_per_step,y_ms_per_step,state_hash,correctness,binary
y,y_x16x8_lb3_y8x16_lb2,16,8,3,8,16,2,5,500,1675.431267000,3.350862534,1.398204415,1.755502594,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb2/main_gpu
y,y_x16x8_lb3_y8x16_lb3,16,8,3,8,16,3,1,500,1722.683659000,3.445367318,1.396803585,1.849370623,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb3/main_gpu
y,y_x16x8_lb3_y8x16_lb3,16,8,3,8,16,3,2,500,1725.493936000,3.450987872,1.398081537,1.853439993,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb3/main_gpu
y,y_x16x8_lb3_y8x16_lb3,16,8,3,8,16,3,3,500,1724.264292000,3.448528584,1.398228990,1.850777597,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb3/main_gpu
y,y_x16x8_lb3_y8x16_lb3,16,8,3,8,16,3,4,500,1724.433210000,3.448866420,1.398112257,1.851043835,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb3/main_gpu
y,y_x16x8_lb3_y8x16_lb3,16,8,3,8,16,3,5,500,1723.666938000,3.447333876,1.395640320,1.852719098,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/y_x16x8_lb3_y8x16_lb3/main_gpu
combined,combined_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,1,500,1652.350365000,3.304700730,1.395273729,1.713074174,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/combined_x32x4_lb3_y16x8_lb0/main_gpu
combined,combined_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,2,500,1653.718279000,3.307436558,1.397671936,1.713534976,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/combined_x32x4_lb3_y16x8_lb0/main_gpu
combined,combined_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,3,500,1653.290705000,3.306581410,1.396815876,1.712887808,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/combined_x32x4_lb3_y16x8_lb0/main_gpu
combined,combined_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,4,500,1654.041226000,3.308082452,1.398046720,1.713233919,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/combined_x32x4_lb3_y16x8_lb0/main_gpu
combined,combined_x32x4_lb3_y16x8_lb0,32,4,3,16,8,0,5,500,1653.172813000,3.306345626,1.395910658,1.713072126,b5b8bfe2431aff9b,PASS,/rds/user/hk597/hpc-work/MHD_gpu_acc/tuning/31715299_orszag_tang_hlld_n8/bin/combined_x32x4_lb3_y16x8_lb0/main_gpu
